tick,population,births,deaths,moves,absorptions,mean_internal_energy
2707,50,1,1,0,9,1464.9288871554375
2708,50,0,0,0,8,1465.9988871554376
2709,50,0,0,0,8,1466.9088871554372
2710,51,1,0,0,8,1439.021123250833
2711,51,0,0,0,8,1440.218182074362
2712,51,0,0,0,9,1441.4936722704406
2713,51,0,0,0,8,1443.0044565841658
2714,51,0,0,0,9,1444.3583781527932
2715,51,0,0,1,7,1445.5456330547538
2716,50,0,1,0,7,1475.3198082883425
2717,49,0,1,0,6,1506.6859063381544
2718,49,0,0,0,5,1508.1134573585623
2719,49,0,0,0,5,1509.2961104197866
2720,49,0,0,0,5,1509.9073349095825
2721,48,0,1,0,5,1542.7382138992477
2722,48,0,0,0,4,1543.871547232581
2723,48,0,0,0,4,1544.8382138992474
2724,49,1,0,0,5,1513.9721279013036
2725,49,0,0,1,6,1515.3078421870177
2726,49,0,0,0,6,1516.490495248242
2727,49,0,0,0,6,1517.5098830033442
2728,49,0,0,0,6,1519.1006993298747
2729,49,0,0,0,6,1519.956821778854
2730,49,0,0,0,6,1521.1394748400783
2731,49,0,0,0,6,1522.1588625951804
2732,49,0,0,0,6,1523.3823319829353
2733,49,0,0,0,6,1524.7282503502822
2734,49,0,0,1,6,1525.5741687176292
2735,48,0,1,0,6,1558.6496693714669
2736,50,2,0,0,7,1497.231682596608
2737,50,0,0,0,7,1498.221682596608
2738,50,0,0,0,7,1499.371682596608
2739,50,0,0,0,7,1501.0258150785276
2740,50,0,0,0,7,1502.1758150785276
2741,50,0,0,0,7,1503.0058150785273
2742,50,0,0,0,7,1504.0758150785273
2743,50,0,0,0,7,1505.6258150785275
2744,50,0,0,0,7,1506.615815078527
2745,50,0,0,0,7,1507.765815078527
2746,50,0,0,2,7,1508.895815078527
2747,50,0,0,0,7,1509.9658150785267
2748,50,0,0,0,7,1511.0358150785269
2749,51,1,0,0,8,1482.7311912534574
2750,51,0,0,0,8,1484.163544194634
2751,51,0,0,0,8,1485.282171645614
2752,51,0,0,0,8,1486.8713873318886
2753,52,1,0,0,9,1459.1055914216597
2754,51,0,1,0,9,1489.0644122366484
2755,51,0,0,0,8,1490.026176942531
2756,51,0,0,0,8,1491.6153926288052
2757,51,0,0,0,8,1492.7340200797858
2758,51,0,0,0,8,1493.8526475307658
2759,51,0,0,0,8,1494.8144122366482
2760,51,0,0,0,8,1496.6389220405697
2761,51,0,0,0,8,1497.9928436091968
2762,51,0,0,0,8,1499.1899024327263
2763,51,0,0,1,9,1500.2202945895888
2764,52,1,0,0,10,1472.2747120013275
2765,52,0,0,0,10,1473.5939427705582
2766,52,0,0,0,10,1474.9131735397887
2767,51,0,1,0,10,1504.7079170381435
2768,51,0,0,0,9,1506.061838606771
2769,51,0,0,0,9,1507.2588974303003
2770,51,0,0,0,9,1508.9265444891237
2771,51,0,0,0,9,1510.515760175398
2772,51,0,0,0,9,1511.6343876263784
2773,51,0,0,1,9,1512.74321115579
2774,51,0,0,0,9,1513.7049758616722
2775,51,0,0,0,9,1514.9020346852017
2776,51,0,0,1,9,1516.0108582146133
2777,51,0,0,0,9,1517.6000739008878
2778,52,1,0,1,10,1488.9260340181781
2779,52,0,0,1,10,1489.774110941255
2780,52,0,0,0,10,1491.2856494027933
2781,51,0,1,0,10,1521.9905372473393
2782,50,1,2,0,10,1553.7400207284604
2783,49,0,1,0,8,1586.299401687525
2784,49,0,0,0,7,1588.053483320178
2785,50,1,0,0,8,1557.2114136537743
2786,51,1,0,0,9,1527.7660918174258
2787,51,0,0,0,9,1529.276876131151
2788,52,1,0,0,10,1500.926359282475
2789,52,0,0,0,10,1501.9378977440135
2790,52,0,0,0,10,1503.4109746670902
2791,52,1,1,0,12,1504.5393629173234
2792,52,1,1,0,11,1505.0516194043416
2793,52,0,0,0,11,1506.06315786588
2794,52,0,0,1,11,1507.2324329546727
2795,54,2,0,0,13,1451.9016021044995
2796,53,0,1,0,13,1480.3497861517385
2797,53,0,0,0,12,1481.7111069064554
2798,53,0,0,0,12,1482.7705408687193
2799,53,0,0,0,12,1483.9054465290965
2800,53,0,0,2,11,1485.2478993592852
2801,53,0,0,0,10,1486.7224276611719
2802,53,0,0,0,11,1487.857333321549
2803,53,0,0,2,10,1488.8224276611716
2804,51,0,2,0,10,1548.2362455276623
2805,51,0,0,0,7,1549.2764416060938
2806,51,0,0,0,7,1550.395069057074
2807,51,1,1,0,8,1551.7496907354666
2808,51,0,0,0,7,1553.0643966178195
2809,51,0,0,0,7,1554.3791025001722
2810,51,0,0,0,7,1555.693808382525
2811,51,0,0,0,7,1556.5771417158583
2812,51,0,0,0,7,1557.8918475982111
2813,51,0,0,0,7,1559.1673377942893
2814,51,0,0,0,7,1560.756553480564
2815,51,0,0,0,7,1562.3457691668382
2816,51,0,0,1,6,1563.1759808997933
2817,50,0,1,0,6,1595.6087558277231
2818,50,0,0,0,5,1597.158755827723
2819,50,0,0,0,5,1598.2287558277228
2820,50,1,1,0,6,1599.2626347719886
2821,50,0,0,0,5,1600.4926347719884
2822,50,0,0,0,5,1601.4026347719885
